SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_PERIOD,KWH_DAILY,TOTAL_INVOICE,CV_SITE
0004BR,2020-04-01,2020-04-30,2616,"331,85",30,87.2,35,7.17
0004BR,2020-05-01,2020-05-31,2693,"341,35",31,86.9,35,7.17
0004BR,2020-06-01,2020-06-30,2622,"332,51",30,87.4,35,7.17
0004BR,2020-07-01,2020-07-31,2764,"349,96",31,89.2,35,7.17
0004BR,2020-08-01,2020-08-31,2804,"354,84",31,90.5,35,7.17
0004BR,2020-09-01,2020-09-30,2700,"342,00",30,90.0,35,7.17
0004BR,2020-10-01,2020-10-31,2760,"349,45",31,89.0,35,7.17
0004BR,2020-11-01,2020-11-30,2647,"326,93",30,88.2,35,7.17
0004KO,2018-01-01,2018-01-31,2206,"275,39",31,71.2,35,7.85
0004KO,2018-02-01,2018-02-28,1996,"250,09",28,71.3,35,7.85
0004KO,2018-03-01,2018-03-31,2208,"275,63",31,71.2,35,7.85
0004KO,2018-04-01,2018-04-30,2146,"268,16",30,71.5,35,7.85
0004KO,2018-05-01,2018-05-31,2261,"282,01",31,72.9,35,7.85
0004KO,2018-06-01,2018-06-30,2194,"273,94",30,73.1,35,7.85
0004KO,2018-07-01,2018-07-31,2293,"286,03",31,74.0,35,7.85
0004KO,2018-08-01,2018-08-31,2325,"289,89",31,75.0,35,7.85
0004KO,2018-09-01,2018-09-30,2213,"278,13",30,73.8,35,7.85
0004KO,2018-10-01,2018-10-31,2693,"336,37",31,86.9,35,7.85
0004KO,2018-11-01,2018-11-30,2597,"324,72",30,86.6,35,7.85
0004KO,2018-12-01,2018-12-31,2679,"334,67",31,86.4,35,7.85
0004KO,2019-01-01,2019-01-31,2678,"367,54",31,86.4,35,7.85
0004KO,2019-02-01,2019-02-28,2416,"332,53",28,86.3,35,7.85
0004KO,2019-03-01,2019-03-31,2672,"366,74",31,86.2,35,7.85
0004KO,2019-04-01,2019-04-30,2386,"328,53",30,79.5,35,7.85
0004KO,2019-05-01,2019-05-31,2457,"338,01",31,79.3,35,7.85
0004KO,2019-06-01,2019-06-30,2463,"338,81",30,82.1,35,7.85
0004KO,2019-07-01,2019-07-31,2542,"349,37",31,82.0,35,7.85
0004KO,2019-08-01,2019-08-31,2528,"347,50",31,81.5,35,7.85
0004KO,2019-09-01,2019-09-30,2390,"329,06",30,79.7,35,7.85
0004KO,2019-10-01,2019-10-31,2461,"338,55",31,79.4,35,7.85
0004KO,2019-11-01,2019-11-30,2376,"327,19",30,79.2,35,7.85
0004KO,2019-12-01,2019-12-31,2435,"335,07",31,78.5,35,7.85
0004KO,2020-01-01,2020-01-31,2444,"334,66",31,78.8,35,7.85
0004KO,2020-02-01,2020-02-29,2354,"322,73",29,81.2,35,7.85
0004KO,2020-03-01,2020-03-31,2556,"349,49",31,82.5,35,7.85
0004KO,2020-04-01,2020-04-30,2569,"351,22",30,85.6,35,7.85
0004KO,2020-05-01,2020-05-31,2656,"362,74",31,85.7,35,7.85
0004KO,2020-06-01,2020-06-30,2615,"357,31",30,87.2,35,7.85
0004KO,2020-07-01,2020-07-31,2796,"381,29",31,90.2,35,7.85
0004KO,2020-08-01,2020-08-31,2878,"392,15",31,92.8,35,7.85
0004KO,2020-09-01,2020-09-30,2728,"372,28",30,90.9,35,7.85
0004KO,2020-10-01,2020-10-31,2785,"379,83",31,89.8,35,7.85
0004KO,2020-11-01,2020-11-30,2668,"353,44",30,88.9,35,7.85
0005KO,2018-01-01,2018-06-30,14134,"1 921,96",181,78.1,20,7.66
0005KO,2018-07-01,2018-12-31,16400,"2 239,81",184,89.1,20,7.66
0005KO,2019-01-01,2019-06-30,18832,"2 470,29",181,104.0,20,7.66
0005KO,2019-07-01,2019-07-31,3412,"442,33",31,110.1,20,7.66
0005KO,2019-08-01,2019-08-31,2804,"368,51",31,90.5,20,7.66
0005KO,2019-09-01,2019-09-30,2683,"353,82",30,89.4,20,7.66
0005KO,2019-10-01,2019-10-31,2758,"362,93",31,89.0,20,7.66
0005KO,2019-11-01,2019-11-30,2654,"350,26",30,88.5,20,7.66
0005KO,2019-12-01,2019-12-31,2719,"358,19",31,87.7,20,7.66
0005KO,2020-01-01,2020-01-31,2732,"354,04",31,88.1,20,7.66
0005KO,2020-02-01,2020-02-29,2623,"341,03",29,90.4,20,7.66
0005KO,2020-03-01,2020-03-31,2776,"362,25",31,89.5,20,7.66
0005KO,2020-04-01,2020-04-30,2811,"366,46",30,93.7,20,7.66
0005KO,2020-05-01,2020-05-31,2936,"381,51",31,94.7,20,7.66
0005KO,2020-06-01,2020-06-30,2906,"377,89",30,96.9,20,7.66
0005KO,2020-07-01,2020-07-31,3058,"396,19",31,98.6,20,7.66
0005KO,2020-08-01,2020-08-31,3120,"403,65",31,100.6,20,7.66
0005KO,2020-09-01,2020-09-30,3017,"391,26",30,100.6,20,7.66
0005KO,2020-10-01,2020-10-31,3058,"396,19",31,98.6,20,7.66
0005KO,2020-11-01,2020-11-30,2913,"378,74",30,97.1,20,7.66
0006BB,2018-01-01,2018-01-31,2195,"286,32",31,70.8,35,10.61
0006BB,2018-02-01,2018-02-28,1999,"261,49",28,71.4,35,10.61
0006BB,2018-03-01,2018-03-31,2203,"288,05",31,71.1,35,10.61
0006BB,2018-04-01,2018-04-30,2174,"284,89",30,72.5,35,10.61
0006BB,2018-05-01,2018-05-31,2306,"301,54",31,74.4,35,10.61
0006BB,2018-06-01,2018-06-30,2306,"301,40",30,76.9,35,10.61
0006BB,2018-07-01,2018-07-31,2759,"358,62",31,89.0,35,10.61
0006BB,2018-08-01,2018-08-31,2781,"361,69",31,89.7,35,10.61
0006BB,2018-09-01,2018-09-30,2647,"346,44",30,88.2,35,10.61
0006BB,2018-10-01,2018-10-31,2708,"353,93",31,87.4,35,10.61
0006BB,2018-11-01,2018-11-30,2609,"341,31",30,87.0,35,10.61
0006BB,2018-12-01,2018-12-31,2827,"368,59",31,91.2,35,10.61
0006BB,2019-01-01,2019-01-31,2829,"352,08",31,91.3,35,10.61
0006BB,2019-02-01,2019-02-28,2475,"309,62",28,88.4,35,10.61
0006BB,2019-03-01,2019-03-31,2713,"338,57",31,87.5,35,10.61
0006BB,2019-04-01,2019-04-30,2505,"313,08",30,83.5,35,10.61
0006BB,2019-05-01,2019-05-31,2600,"323,20",31,83.9,35,10.61
0006BB,2019-06-01,2019-06-30,2770,"344,85",30,92.3,35,10.61
0006BB,2019-07-01,2019-07-31,2861,"355,89",31,92.3,35,10.61
0006BB,2019-08-01,2019-08-31,2826,"352,13",31,91.2,35,10.61
0006BB,2019-09-01,2019-09-30,2714,"338,31",30,90.5,35,10.61
0006BB,2019-10-01,2019-10-31,2805,"349,08",31,90.5,35,10.61
0006BB,2019-11-01,2019-11-30,2680,"334,16",30,89.3,35,10.61
0006BB,2019-12-01,2019-12-31,2735,"340,42",31,88.2,35,10.61
0006BB,2020-01-01,2020-01-31,2743,"392,84",31,88.5,35,10.61
0006BB,2020-02-01,2020-02-29,2535,"365,54",29,87.4,35,10.61
0006BB,2020-03-01,2020-03-31,2644,"383,08",31,85.3,35,10.61
0006BB,2020-04-01,2020-04-30,2569,"371,58",30,85.6,35,10.61
0006BB,2020-05-01,2020-05-31,2655,"383,26",31,85.6,35,10.61
0006BB,2020-06-01,2020-06-30,2623,"378,94",30,87.4,35,10.61
0006BB,2020-07-01,2020-07-31,2755,"396,43",31,88.9,35,10.61
0006BB,2020-08-01,2020-08-31,2797,"401,25",31,90.2,35,10.61
0006BB,2020-09-01,2020-09-30,3171,"452,79",30,105.7,35,10.61
0006BB,2020-10-01,2020-10-31,3464,"492,83",31,111.7,35,10.61
0006BB,2020-11-01,2020-11-30,3315,"459,69",30,110.5,35,10.61
0006BR,2018-01-01,2018-06-30,13640,"1 854,79",181,75.4,20,5.45
0006BR,2018-07-01,2018-12-31,14222,"1 956,44",184,77.3,20,5.45
0006BR,2019-01-01,2019-06-30,13696,"1 800,14",181,75.7,20,5.45
0006BR,2019-07-01,2019-07-31,2493,"323,81",31,80.4,20,5.45
0006BR,2019-08-01,2019-08-31,2656,"343,60",31,85.7,20,5.45
0006BR,2019-09-01,2019-09-30,2598,"336,56",30,86.6,20,5.45
0006BR,2019-10-01,2019-10-31,2619,"339,11",31,84.5,20,5.45
0006BR,2019-11-01,2019-11-30,2502,"324,91",30,83.4,20,5.45
0006BR,2019-12-01,2019-12-31,2548,"330,49",31,82.2,20,5.45
0006BR,2020-01-01,2020-01-31,2544,"330,01",31,82.1,20,5.45
0006BR,2020-02-01,2020-02-29,2417,"309,51",29,83.3,20,5.45
0006BR,2020-03-01,2020-03-31,2601,"334,24",31,83.9,20,5.45
0006BR,2020-04-01,2020-04-30,2621,"336,65",30,87.4,20,5.45
0006BR,2020-05-01,2020-05-31,2705,"346,76",31,87.3,20,5.45
0006BR,2020-06-01,2020-06-30,2632,"337,97",30,87.7,20,5.45
0006BR,2020-07-01,2020-07-31,2779,"355,67",31,89.6,20,5.45
0006BR,2020-08-01,2020-08-31,2816,"360,12",31,90.8,20,5.45
0006BR,2020-09-01,2020-09-30,2703,"346,52",30,90.1,20,5.45
0006BR,2020-10-01,2020-10-31,2759,"353,26",31,89.0,20,5.45
0006BR,2020-11-01,2020-11-30,2638,"338,69",30,87.9,20,5.45
0007BB,2018-01-01,2018-01-31,1555,"219,45",31,50.2,35,18.98
0007BB,2018-02-01,2018-02-28,1436,"202,83",28,51.3,35,18.98
0007BB,2018-03-01,2018-03-31,1706,"225,19",31,55.0,35,18.98
0007BB,2018-04-01,2018-04-30,1523,"249,77",30,50.8,35,18.98
0007BB,2018-05-01,2018-05-31,1582,"272,10",31,51.0,35,18.98
0007BB,2018-06-01,2018-06-30,1714,"313,66",30,57.1,35,18.98
0007BB,2018-07-01,2018-07-31,1923,"355,76",31,62.0,35,18.98
0007BB,2018-08-01,2018-08-31,2119,"372,94",31,68.4,35,18.98
0007BB,2018-09-01,2018-09-30,1833,"318,94",30,61.1,35,18.98
0007BB,2018-10-01,2018-10-31,1939,"285,03",31,62.5,35,18.98
0007BB,2018-11-01,2018-11-30,1931,"262,62",30,64.4,35,18.98
0007BB,2018-12-01,2018-12-31,1956,"248,41",31,63.1,35,18.98
0007BB,2019-01-01,2019-01-31,1946,"280,22",31,62.8,35,18.98
0007BB,2019-02-01,2019-02-28,1939,"294,73",28,69.2,35,18.98
0007BB,2019-03-01,2019-03-31,1739,"276,50",31,56.1,35,18.98
0007BB,2019-04-01,2019-04-30,1885,"333,65",30,62.8,35,18.98
0007BB,2019-05-01,2019-05-31,1946,"340,55",31,62.8,35,18.98
0007BB,2019-06-01,2019-06-30,1805,"364,61",30,60.2,35,18.98
0007BB,2019-07-01,2019-07-31,2124,"426,92",31,68.5,35,18.98
0007BB,2019-08-01,2019-08-31,2075,"412,93",31,66.9,35,18.98
0007BB,2019-09-01,2019-09-30,1916,"367,87",30,63.9,35,18.98
0007BB,2019-10-01,2019-10-31,2246,"375,08",31,72.5,35,18.98
0007BB,2019-11-01,2019-11-30,1829,"287,15",30,61.0,35,18.98
0007BB,2019-12-01,2019-12-31,2004,"306,61",31,64.6,35,18.98
0007BB,2020-01-01,2020-01-31,2143,"317,16",31,69.1,35,18.98
0007BB,2020-02-01,2020-02-29,1440,"223,20",29,49.7,35,18.98
0007BB,2020-03-01,2020-03-31,757,"120,36",31,24.4,35,18.98
0007BB,2020-04-01,2020-04-30,3133,"582,74",30,104.4,35,18.98
0007BB,2020-05-01,2020-05-31,2338,"425,52",31,75.4,35,18.98
0007BB,2020-06-01,2020-06-30,1725,"343,28",30,57.5,35,18.98
0007BB,2020-07-01,2020-07-31,2104,"414,49",31,67.9,35,18.98
0007BB,2020-08-01,2020-08-31,1915,"371,51",31,61.8,35,18.98
0007BB,2020-09-01,2020-09-30,2267,"428,46",30,75.6,35,18.98
0007BB,2020-10-01,2020-10-31,1857,"300,83",31,59.9,35,18.98
0007BB,2020-11-01,2020-11-30,1987,"309,97",30,66.2,35,18.98
0007BR,2018-01-01,2018-01-31,2620,"281,73",31,84.5,35,15.53
0007BR,2018-02-01,2018-02-28,2355,"254,07",28,84.1,35,15.53
0007BR,2018-03-01,2018-03-31,2755,"294,96",31,88.9,35,15.53
0007BR,2018-04-01,2018-04-30,3149,"334,89",30,105.0,35,15.53
0007BR,2018-05-01,2018-05-31,3848,"407,32",31,124.1,35,15.53
0007BR,2018-06-01,2018-06-30,3718,"393,85",30,123.9,35,15.53
0007BR,2018-07-01,2018-07-31,4107,"434,44",31,132.5,35,15.53
0007BR,2018-08-01,2018-08-31,4237,"447,92",31,136.7,35,15.53
0007BR,2018-09-01,2018-09-30,3326,"356,08",30,110.9,35,15.53
0007BR,2018-10-01,2018-10-31,2613,"281,79",31,84.3,35,15.53
0007BR,2018-11-01,2018-11-30,2396,"259,19",30,79.9,35,15.53
0007BR,2018-12-01,2018-12-31,2511,"271,31",31,81.0,35,15.53
0007BR,2019-01-01,2019-01-31,2500,"263,64",31,80.6,35,15.53
0007BR,2019-02-01,2019-02-28,2227,"235,58",28,79.5,35,15.53
0007BR,2019-03-01,2019-03-31,2538,"267,20",31,81.9,35,15.53
0007BR,2019-04-01,2019-04-30,2520,"265,35",30,84.0,35,15.53
0007BR,2019-05-01,2019-05-31,2581,"271,61",31,83.3,35,15.53
0007BR,2019-06-01,2019-06-30,2816,"296,42",30,93.9,35,15.53
0007BR,2019-07-01,2019-07-31,2731,"287,14",31,88.1,35,15.53
0007BR,2019-08-01,2019-08-31,2775,"291,72",31,89.5,35,15.53
0007BR,2019-09-01,2019-09-30,2636,"277,46",30,87.9,35,15.53
0007BR,2019-10-01,2019-10-31,2721,"286,23",31,87.8,35,15.53
0007BR,2019-11-01,2019-11-30,2584,"272,27",30,86.1,35,15.53
0007BR,2019-12-01,2019-12-31,2772,"291,44",31,89.4,35,15.53
0007BR,2020-01-01,2020-01-31,2834,"355,75",31,91.4,35,15.53
0007BR,2020-02-01,2020-02-29,2688,"337,88",29,92.7,35,15.53
0007BR,2020-03-01,2020-03-31,2820,"352,29",31,91.0,35,15.53
0007BR,2020-04-01,2020-04-30,2812,"351,17",30,93.7,35,15.53
0007BR,2020-05-01,2020-05-31,2811,"352,71",31,90.7,35,15.53
0007BR,2020-06-01,2020-06-30,2747,"344,48",30,91.6,35,15.53
0007BR,2020-07-01,2020-07-31,2887,"359,93",31,93.1,35,15.53
0007BR,2020-08-01,2020-08-31,2914,"363,22",31,94.0,35,15.53
0007BR,2020-09-01,2020-09-30,2802,"349,58",30,93.4,35,15.53
0007BR,2020-10-01,2020-10-31,2836,"353,72",31,91.5,35,15.53
0007BR,2020-11-01,2020-11-30,2690,"335,95",30,89.7,35,15.53
0008BB,2018-01-01,2018-12-31,38519,"5 096,07",365,105.5,24,3.57
0008BB,2019-01-01,2019-01-31,3559,"448,59",31,114.8,24,3.57
0008BB,2019-02-01,2019-02-28,3123,"385,65",28,111.5,24,3.57
0008BB,2019-03-01,2019-03-31,3450,"424,95",31,111.3,24,3.57
0008BB,2019-04-01,2019-04-30,3130,"385,91",30,104.3,24,3.57
0008BB,2019-05-01,2019-05-31,3174,"390,34",31,102.4,24,3.57
0008BB,2019-06-01,2019-06-30,3376,"415,66",30,112.5,24,3.57
0008BB,2019-07-01,2019-07-31,3527,"434,07",31,113.8,24,3.57
0008BB,2019-08-01,2019-08-31,3545,"435,75",31,114.4,24,3.57
0008BB,2019-09-01,2019-09-30,3371,"414,48",30,112.4,24,3.57
0008BB,2019-10-01,2019-10-31,3434,"421,74",31,110.8,24,3.57
0008BB,2019-11-01,2019-11-30,3284,"403,80",30,109.5,24,3.57
0008BB,2019-12-01,2019-12-31,3269,"401,94",31,105.5,24,3.57
0008BB,2020-01-01,2020-01-31,3277,"463,95",31,105.7,24,3.57
0008BB,2020-02-01,2020-02-29,3062,"435,72",29,105.6,24,3.57
0008BB,2020-03-01,2020-03-31,3247,"464,40",31,104.7,24,3.57
0008BB,2020-04-01,2020-04-30,3131,"446,82",30,104.4,24,3.57
0008BB,2020-05-01,2020-05-31,3235,"460,84",31,104.4,24,3.57
0008BB,2020-06-01,2020-06-30,3267,"465,56",30,108.9,24,3.57
0008BB,2020-07-01,2020-07-31,3524,"500,24",31,113.7,24,3.57
0008BB,2020-08-01,2020-08-31,3516,"497,99",31,113.4,24,3.57
0008BB,2020-09-01,2020-09-30,3294,"467,29",30,109.8,24,3.57
0008BB,2020-10-01,2020-10-31,3378,"478,44",31,109.0,24,3.57
0008BB,2020-11-01,2020-11-30,3186,"442,00",30,106.2,24,3.57
0008BR,2018-01-01,2018-12-31,28936,"3 342,01",365,79.3,3,4.07
0008BR,2019-01-01,2019-09-11,20339,"2 305,16",254,80.1,3,4.07
0008BR,2019-09-12,2019-12-31,9483,"1 067,71",111,85.4,3,4.07
0008KO,2018-01-01,2018-01-31,2484,"307,08",31,80.1,35,6.2
0008KO,2018-02-01,2018-02-28,2298,"284,67",28,82.1,35,6.2
0008KO,2018-03-01,2018-03-31,2503,"309,37",31,80.7,35,6.2
0008KO,2018-04-01,2018-04-30,2419,"299,25",30,80.6,35,6.2
0008KO,2018-05-01,2018-05-31,2508,"309,97",31,80.9,35,6.2
0008KO,2018-06-01,2018-06-30,2426,"300,09",30,80.9,35,6.2
0008KO,2018-07-01,2018-07-31,2517,"311,23",31,81.2,35,6.2
0008KO,2018-08-01,2018-08-31,2510,"310,39",31,81.0,35,6.2
0008KO,2018-09-01,2018-09-30,2426,"302,17",30,80.9,35,6.2
0008KO,2018-10-01,2018-10-31,2843,"352,77",31,91.7,35,6.2
0008KO,2018-11-01,2018-11-30,2884,"357,75",30,96.1,35,6.2
0008KO,2018-12-01,2018-12-31,2957,"366,61",31,95.4,35,6.2
0008KO,2019-01-01,2019-01-31,2965,"404,07",31,95.6,35,6.2
0008KO,2019-02-01,2019-02-28,2673,"365,05",28,95.5,35,6.2
0008KO,2019-03-01,2019-03-31,2957,"403,00",31,95.4,35,6.2
0008KO,2019-04-01,2019-04-30,2727,"372,27",30,90.9,35,6.2
0008KO,2019-05-01,2019-05-31,2613,"357,04",31,84.3,35,6.2
0008KO,2019-06-01,2019-06-30,2584,"353,16",30,86.1,35,6.2
0008KO,2019-07-01,2019-07-31,2633,"359,71",31,84.9,35,6.2
0008KO,2019-08-01,2019-08-31,2653,"362,38",31,85.6,35,6.2
0008KO,2019-09-01,2019-09-30,2558,"349,69",30,85.3,35,6.2
0008KO,2019-10-01,2019-10-31,2651,"362,11",31,85.5,35,6.2
0008KO,2019-11-01,2019-11-30,2551,"348,75",30,85.0,35,6.2
0008KO,2019-12-01,2019-12-31,2610,"356,64",31,84.2,35,6.2
0008KO,2020-01-01,2020-01-31,2625,"356,59",31,84.7,35,6.2
0008KO,2020-02-01,2020-02-29,2519,"342,55",29,86.9,35,6.2
0008KO,2020-03-01,2020-03-31,2680,"363,88",31,86.5,35,6.2
0008KO,2020-04-01,2020-04-30,2693,"365,60",30,89.8,35,6.2
0008KO,2020-05-01,2020-05-31,2791,"378,58",31,90.0,35,6.2
0008KO,2020-06-01,2020-06-30,2718,"368,91",30,90.6,35,6.2
0008KO,2020-07-01,2020-07-31,2868,"388,79",31,92.5,35,6.2
0008KO,2020-08-01,2020-08-31,2902,"393,29",31,93.6,35,6.2
0008KO,2020-09-01,2020-09-30,2831,"383,88",30,94.4,35,6.2
0008KO,2020-10-01,2020-10-31,2902,"393,29",31,93.6,35,6.2
0008KO,2020-11-01,2020-11-30,2781,"377,26",30,92.7,35,6.2
0009BB,2018-01-01,2018-01-31,2370,"306,70",31,76.5,35,6.81
0009BB,2018-02-01,2018-02-28,2135,"277,21",28,76.2,35,6.81
0009BB,2018-03-01,2018-03-31,2366,"306,45",31,76.3,35,6.81
0009BB,2018-04-01,2018-04-30,2436,"314,57",30,81.2,35,6.81
0009BB,2018-05-01,2018-05-31,2582,"333,98",31,83.3,35,6.81
0009BB,2018-06-01,2018-06-30,2540,"327,70",30,84.7,35,6.81
0009BB,2018-07-01,2018-07-31,2943,"379,44",31,94.9,35,6.81
0009BB,2018-08-01,2018-08-31,2964,"382,43",31,95.6,35,6.81
0009BB,2018-09-01,2018-09-30,2835,"367,86",30,94.5,35,6.81
0009BB,2018-10-01,2018-10-31,2913,"377,68",31,94.0,35,6.81
0009BB,2018-11-01,2018-11-30,2797,"362,88",30,93.2,35,6.81
0009BB,2018-12-01,2018-12-31,3021,"390,99",31,97.5,35,6.81
0009BB,2019-01-01,2019-01-31,3027,"373,70",31,97.6,35,6.81
0009BB,2019-02-01,2019-02-28,2675,"333,61",28,95.5,35,6.81
0009BB,2019-03-01,2019-03-31,3006,"372,20",31,97.0,35,6.81
0009BB,2019-04-01,2019-04-30,2683,"331,52",30,89.4,35,6.81
0009BB,2019-05-01,2019-05-31,2782,"340,73",31,89.7,35,6.81
0009BB,2019-06-01,2019-06-30,2998,"367,70",30,99.9,35,6.81
0009BB,2019-07-01,2019-07-31,3031,"370,77",31,97.8,35,6.81
0009BB,2019-08-01,2019-08-31,3073,"376,80",31,99.1,35,6.81
0009BB,2019-09-01,2019-09-30,2866,"354,27",30,95.5,35,6.81
0009BB,2019-10-01,2019-10-31,2937,"362,61",31,94.7,35,6.81
0009BB,2019-11-01,2019-11-30,2750,"339,48",30,91.7,35,6.81
0009BB,2019-12-01,2019-12-31,2812,"346,81",31,90.7,35,6.81
0009BB,2020-01-01,2020-01-31,2815,"399,87",31,90.8,35,6.81
0009BB,2020-02-01,2020-02-29,2611,"373,14",29,90.0,35,6.81
0009BB,2020-03-01,2020-03-31,2738,"393,38",31,88.3,35,6.81
0009BB,2020-04-01,2020-04-30,2658,"381,03",30,88.6,35,6.81
0009BB,2020-05-01,2020-05-31,2742,"392,39",31,88.5,35,6.81
0009BB,2020-06-01,2020-06-30,2697,"386,03",30,89.9,35,6.81
0009BB,2020-07-01,2020-07-31,2843,"405,42",31,91.7,35,6.81
0009BB,2020-08-01,2020-08-31,2895,"411,47",31,93.4,35,6.81
0009BB,2020-09-01,2020-09-30,2768,"393,75",30,92.3,35,6.81
0009BB,2020-10-01,2020-10-31,2846,"404,49",31,91.8,35,6.81
0009BB,2020-11-01,2020-11-30,2731,"378,69",30,91.0,35,6.81
0009BR,2018-01-01,2018-03-31,6516,"982,92",90,72.4,11,5.56
0009BR,2018-04-01,2018-07-02,6591,"791,76",93,70.9,11,5.56
0009BR,2018-07-01,2018-09-30,6741,"806,03",92,73.3,11,5.56
0009BR,2018-10-01,2018-12-31,7399,"917,76",92,80.4,11,5.56
0009BR,2019-01-01,2019-03-31,6774,"997,27",90,75.3,11,5.56
0009BR,2019-04-01,2019-06-30,7421,"1 274,48",91,81.5,11,5.56
0009BR,2019-07-01,2019-09-30,7650,"1 300,58",92,83.2,11,5.56
0009BR,2019-10-01,2019-12-31,7427,"1 301,21",92,80.7,11,5.56
0009BR,2020-01-01,2020-03-31,7322,"1 278,42",91,80.5,11,5.56
0009BR,2020-04-01,2020-06-30,7325,"1 317,53",91,80.5,11,5.56
0009BR,2020-07-01,2020-09-30,7516,"1 238,88",92,81.7,11,5.56
0009KO,2018-01-01,2018-03-31,7741,"994,72",90,86.0,11,6.65
0009KO,2018-04-01,2018-06-30,7551,"999,00",91,83.0,11,6.65
0009KO,2018-07-01,2018-09-30,7910,"1 021,18",92,86.0,11,6.65
0009KO,2018-10-01,2018-12-31,7950,"1 042,25",92,86.4,11,6.65
0009KO,2019-01-01,2019-03-31,9378,"1 208,82",90,104.2,11,6.65
0009KO,2019-04-01,2019-06-30,8192,"1 117,39",91,90.0,11,6.65
0009KO,2019-07-01,2019-09-30,8130,"1 017,06",92,88.4,11,6.65
0009KO,2019-10-01,2019-12-31,8040,"1 000,18",92,87.4,11,6.65
0009KO,2020-01-01,2020-03-31,8080,"1 092,42",91,88.8,11,6.65
0009KO,2020-04-01,2020-06-30,8511,"1 225,58",91,93.5,11,6.65
0009KO,2020-07-01,2020-09-30,8849,"1 251,25",92,96.2,11,6.65
0010BB,2018-01-01,2018-01-31,2467,"318,71",31,79.6,35,7.07
0010BB,2018-02-01,2018-02-28,2172,"281,64",28,77.6,35,7.07
0010BB,2018-03-01,2018-03-31,2494,"322,51",31,80.5,35,7.07
0010BB,2018-04-01,2018-04-30,2504,"323,93",30,83.5,35,7.07
0010BB,2018-05-01,2018-05-31,2897,"373,23",31,93.5,35,7.07
0010BB,2018-06-01,2018-06-30,3015,"388,53",30,100.5,35,7.07
0010BB,2018-07-01,2018-07-31,3195,"411,86",31,103.1,35,7.07
0010BB,2018-08-01,2018-08-31,3220,"415,38",31,103.9,35,7.07
0010BB,2018-09-01,2018-09-30,3030,"393,23",30,101.0,35,7.07
0010BB,2018-10-01,2018-10-31,3073,"397,86",31,99.1,35,7.07
0010BB,2018-11-01,2018-11-30,3029,"392,19",30,101.0,35,7.07
0010BB,2018-12-01,2018-12-31,3244,"418,95",31,104.6,35,7.07
0010BB,2019-01-01,2019-01-31,3218,"395,91",31,103.8,35,7.07
0010BB,2019-02-01,2019-02-28,2851,"353,96",28,101.8,35,7.07
0010BB,2019-03-01,2019-03-31,3158,"389,55",31,101.9,35,7.07
0010BB,2019-04-01,2019-04-30,2735,"337,49",30,91.2,35,7.07
0010BB,2019-05-01,2019-05-31,2799,"344,49",31,90.3,35,7.07
0010BB,2019-06-01,2019-06-30,2992,"369,14",30,99.7,35,7.07
0010BB,2019-07-01,2019-07-31,3088,"379,54",31,99.6,35,7.07
0010BB,2019-08-01,2019-08-31,3125,"384,93",31,100.8,35,7.07
0010BB,2019-09-01,2019-09-30,2954,"365,29",30,98.5,35,7.07
0010BB,2019-10-01,2019-10-31,3018,"371,89",31,97.4,35,7.07
0010BB,2019-11-01,2019-11-30,2858,"352,46",30,95.3,35,7.07
0010BB,2019-12-01,2019-12-31,2935,"361,65",31,94.7,35,7.07
0010BB,2020-01-01,2020-01-31,2932,"415,96",31,94.6,35,7.07
0010BB,2020-02-01,2020-02-29,2722,"388,40",29,93.9,35,7.07
0010BB,2020-03-01,2020-03-31,2883,"413,84",31,93.0,35,7.07
0010BB,2020-04-01,2020-04-30,2803,"401,36",30,93.4,35,7.07
0010BB,2020-05-01,2020-05-31,2893,"413,48",31,93.3,35,7.07
0010BB,2020-06-01,2020-06-30,2848,"407,01",30,94.9,35,7.07
0010BB,2020-07-01,2020-07-31,2981,"424,52",31,96.2,35,7.07
0010BB,2020-08-01,2020-08-31,3038,"431,47",31,98.0,35,7.07
0010BB,2020-09-01,2020-09-30,2911,"413,90",30,97.0,35,7.07
0010BB,2020-10-01,2020-10-31,2985,"423,65",31,96.3,35,7.07
0010BB,2020-11-01,2020-11-30,2860,"396,52",30,95.3,35,7.07
0010BR,2018-01-01,2018-01-31,2453,"267,99",31,79.1,35,6.26
0010BR,2018-02-01,2018-02-28,2226,"243,87",28,79.5,35,6.26
0010BR,2018-03-01,2018-03-31,2495,"272,30",31,80.5,35,6.26
0010BR,2018-04-01,2018-04-30,2443,"266,78",30,81.4,35,6.26
0010BR,2018-05-01,2018-05-31,2551,"278,15",31,82.3,35,6.26
0010BR,2018-06-01,2018-06-30,2471,"269,63",30,82.4,35,6.26
0010BR,2018-07-01,2018-07-31,2551,"278,27",31,82.3,35,6.26
0010BR,2018-08-01,2018-08-31,2555,"278,64",31,82.4,35,6.26
0010BR,2018-09-01,2018-09-30,2441,"268,45",30,81.4,35,6.26
0010BR,2018-10-01,2018-10-31,2507,"275,44",31,80.9,35,6.26
0010BR,2018-11-01,2018-11-30,2407,"264,75",30,80.2,35,6.26
0010BR,2018-12-01,2018-12-31,2465,"270,92",31,79.5,35,6.26
0010BR,2019-01-01,2019-01-31,2443,"262,18",31,78.8,35,6.26
